,sentence,sentiment,source
395,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,yelp_labelled
396,I'm probably one of the few people to ever go to Ians and not like it.,0,yelp_labelled
397,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,yelp_labelled
398,Service is perfect and the family atmosphere is nice to see.,1,yelp_labelled
399,Cooked to perfection and the service was impeccable.,1,yelp_labelled
400,This one is simply a disappointment.,0,yelp_labelled
401,"Overall, I was very disappointed with the quality of food at Bouchon.",0,yelp_labelled
402,I don't have to be an accountant to know I'm getting screwed!,0,yelp_labelled
403,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,yelp_labelled
404,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,yelp_labelled
405,Left very frustrated.,0,yelp_labelled
406,I'll definitely be in soon again.,1,yelp_labelled
407,Food was really good and I got full petty fast.,1,yelp_labelled
408,Service was fantastic.,1,yelp_labelled
409,TOTAL WASTE OF TIME.,0,yelp_labelled
410,I don't know what kind it is but they have the best iced tea.,1,yelp_labelled
411,"Come hungry, leave happy and stuffed!",1,yelp_labelled
412,"For service, I give them no stars.",0,yelp_labelled
413,I can assure you that you won't be disappointed.,1,yelp_labelled
414,I can take a little bad service but the food sucks.,0,yelp_labelled
415,Gave up trying to eat any of the crust (teeth still sore).,0,yelp_labelled
416,But now I was completely grossed out.,0,yelp_labelled
417,I really enjoyed eating here.,1,yelp_labelled
418,First time going but I think I will quickly become a regular.,1,yelp_labelled
419,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,yelp_labelled
420,From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,yelp_labelled
421,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,yelp_labelled
422,"Furthermore, you can't even find hours of operation on the website!",0,yelp_labelled
423,We've tried to like this place but after 10+ times I think we're done with them.,0,yelp_labelled
424,What a mistake that was!,0,yelp_labelled
425,No complaints!,1,yelp_labelled
426,This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,yelp_labelled
427,Waiter was a jerk.,0,yelp_labelled
428,"Strike 2, who wants to be rushed.",0,yelp_labelled
429,These are the nicest restaurant owners I've ever come across.,1,yelp_labelled
430,I never come again.,0,yelp_labelled
431,We loved the biscuits!!!,1,yelp_labelled
432,Service is quick and friendly.,1,yelp_labelled
433,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,yelp_labelled
434,So absolutley fantastic.,1,yelp_labelled
435,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,yelp_labelled
436,definitely will come back here again.,1,yelp_labelled
437,I like Steiners because it's dark and it feels like a bar.,1,yelp_labelled
438,Wow very spicy but delicious.,1,yelp_labelled
439,"If you're not familiar, check it out.",1,yelp_labelled
440,I'll take my business dinner dollars elsewhere.,0,yelp_labelled
441,I'd love to go back.,1,yelp_labelled
442,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,yelp_labelled
443,Nothing special.,0,yelp_labelled
444,Each day of the week they have a different deal and it's all so delicious!,1,yelp_labelled
445,"Not to mention the combination of pears, almonds and bacon is a big winner!",1,yelp_labelled
446,Will not be back.,0,yelp_labelled
447,Sauce was tasteless.,0,yelp_labelled
448,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,yelp_labelled
449,My ribeye steak was cooked perfectly and had great mesquite flavor.,1,yelp_labelled
450,I don't think we'll be going back anytime soon.,0,yelp_labelled
451,Food was so gooodd.,1,yelp_labelled
452,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,yelp_labelled
453,I was so insulted.,0,yelp_labelled
454,The last 3 times I had lunch here has been bad.,0,yelp_labelled
455,The chicken wings contained the driest chicken meat I have ever eaten.,0,yelp_labelled
456,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,yelp_labelled
457,Nargile - I think you are great.,1,yelp_labelled
458,Best tater tots in the southwest.,1,yelp_labelled
459,We loved the place.,1,yelp_labelled
460,Definitely not worth the $3 I paid.,0,yelp_labelled
461,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,yelp_labelled
462,Im in AZ all the time and now have my new spot.,1,yelp_labelled
463,The manager was the worst.,0,yelp_labelled
464,The inside is really quite nice and very clean.,1,yelp_labelled
465,The food was outstanding and the prices were very reasonable.,1,yelp_labelled
466,I don't think I'll be running back to Carly's anytime soon for food.,0,yelp_labelled
467,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,yelp_labelled
468,"Love the margaritas, too!",1,yelp_labelled
469,This was my first and only Vegas buffet and it did not disappoint.,1,yelp_labelled
470,"Very good, though!",1,yelp_labelled
471,The one down note is the ventilation could use some upgrading.,0,yelp_labelled
472,Great pork sandwich.,1,yelp_labelled
473,Don't waste your time here.,0,yelp_labelled
474,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,yelp_labelled
475,"Third, the cheese on my friend's burger was cold.",0,yelp_labelled
476,We enjoy their pizza and brunch.,1,yelp_labelled
477,The steaks are all well trimmed and also perfectly cooked.,1,yelp_labelled
478,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,yelp_labelled
479,I LOVED it!,1,yelp_labelled
480,We asked for the bill to leave without eating and they didn't bring that either.,0,yelp_labelled
481,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,yelp_labelled
482,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,yelp_labelled
483,The selection of food was not the best.,0,yelp_labelled
484,Delicious and I will absolutely be back!,1,yelp_labelled
485,"This isn't a small family restaurant, this is a fine dining establishment.",1,yelp_labelled
486,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,yelp_labelled
487,I dont think I will be back for a very long time.,0,yelp_labelled
488,"It was attached to a gas station, and that is rarely a good sign.",0,yelp_labelled
489,How awesome is that.,1,yelp_labelled
490,I will be back many times soon.,1,yelp_labelled
491,The menu had so much good stuff on it i could not decide!,1,yelp_labelled
492,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,yelp_labelled
493,CONCLUSION: Very filling meals.,1,yelp_labelled
494,Their daily specials are always a hit with my group.,1,yelp_labelled
495,And then tragedy struck.,0,yelp_labelled
496,The pancake was also really good and pretty large at that.,1,yelp_labelled
497,"This was my first crawfish experience, and it was delicious!",1,yelp_labelled
498,Their monster chicken fried steak and eggs is my all time favorite.,1,yelp_labelled
499,Waitress was sweet and funny.,1,yelp_labelled
500,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,yelp_labelled
501,"I'd rather eat airline food, seriously.",0,yelp_labelled
502,Cant say enough good things about this place.,1,yelp_labelled
503,The ambiance was incredible.,1,yelp_labelled
504,The waitress and manager are so friendly.,1,yelp_labelled
505,I would not recommend this place.,0,yelp_labelled
506,Overall I wasn't very impressed with Noca.,0,yelp_labelled
507,My gyro was basically lettuce only.,0,yelp_labelled
508,Terrible service!,0,yelp_labelled
509,Thoroughly disappointed!,0,yelp_labelled
510,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,yelp_labelled
511,"Give it a try, you will be happy you did.",1,yelp_labelled
512,By far the BEST cheesecurds we have ever had!,1,yelp_labelled
513,Reasonably priced also!,1,yelp_labelled
514,Everything was perfect the night we were in.,1,yelp_labelled
515,The food is very good for your typical bar food.,1,yelp_labelled
516,it was a drive to get there.,0,yelp_labelled
517,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,yelp_labelled
518,"Anyway, I do not think i will go back there.",0,yelp_labelled
519,"Point your finger at any item on the menu, order it and you won't be disappointed.",1,yelp_labelled
520,"Oh this is such a thing of beauty, this restaurant.",1,yelp_labelled
521,If you haven't gone here GO NOW!,1,yelp_labelled
522,"A greasy, unhealthy meal.",0,yelp_labelled
523,first time there and might just be the last.,0,yelp_labelled
524,Those burgers were amazing.,1,yelp_labelled
525,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,yelp_labelled
526,And it was way to expensive.,0,yelp_labelled
527,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,yelp_labelled
528,This was my first time and I can't wait until the next.,1,yelp_labelled
529,The bartender was also nice.,1,yelp_labelled
530,Everything was good and tasty!,1,yelp_labelled
531,This place is two thumbs up....way up.,1,yelp_labelled
532,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,yelp_labelled
533,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,yelp_labelled
534,Terrible management.,0,yelp_labelled
535,An excellent new restaurant by an experienced Frenchman.,1,yelp_labelled
536,If there were zero stars I would give it zero stars.,0,yelp_labelled
537,"Great steak, great sides, great wine, amazing desserts.",1,yelp_labelled
538,Worst martini ever!,0,yelp_labelled
539,The steak and the shrimp are in my opinion the best entrees at GC.,1,yelp_labelled
540,I had the opportunity today to sample your amazing pizzas!,1,yelp_labelled
541,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,yelp_labelled
542,The yellowtail carpaccio was melt in your mouth fresh.,1,yelp_labelled
543,I won't try going back there even if it's empty.,0,yelp_labelled
544,"No, I'm going to eat the potato that I found some strangers hair in it.",0,yelp_labelled
545,Just spicy enough.. Perfect actually.,1,yelp_labelled
546,Last night was my second time dining here and I was so happy I decided to go back!,1,yelp_labelled
547,"not even a ""hello, we will be right with you.""",0,yelp_labelled
548,The desserts were a bit strange.,0,yelp_labelled
549,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,yelp_labelled
550,"I really do recommend this place, you can go wrong with this donut place!",1,yelp_labelled
551,Nice ambiance.,1,yelp_labelled
552,I would recommend saving room for this!,1,yelp_labelled
553,I guess maybe we went on an off night but it was disgraceful.,0,yelp_labelled
554,"However, my recent experience at this particular location was not so good.",0,yelp_labelled
555,"I know this is not like the other restaurants at all, something is very off here!",0,yelp_labelled
556,AVOID THIS ESTABLISHMENT!,0,yelp_labelled
557,I think this restaurant suffers from not trying hard enough.,0,yelp_labelled
558,All of the tapas dishes were delicious!,1,yelp_labelled
559,I *heart* this place.,1,yelp_labelled
560,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,yelp_labelled
561,After two I felt disgusting.,0,yelp_labelled
562,A good time!,1,yelp_labelled
563,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,yelp_labelled
564,Generous portions and great taste.,1,yelp_labelled
565,I will never go back to this place and will never ever recommended this place to anyone!,0,yelp_labelled
566,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,yelp_labelled
567,Food was delicious!,1,yelp_labelled
568,AN HOUR... seriously?,0,yelp_labelled
569,I consider this theft.,0,yelp_labelled
570,Eew... This location needs a complete overhaul.,0,yelp_labelled
571,We recently witnessed her poor quality of management towards other guests as well.,0,yelp_labelled
572,Waited and waited and waited.,0,yelp_labelled
573,"He also came back to check on us regularly, excellent service.",1,yelp_labelled
574,Our server was super nice and checked on us many times.,1,yelp_labelled
575,"The pizza tasted old, super chewy in not a good way.",0,yelp_labelled
576,I swung in to give them a try but was deeply disappointed.,0,yelp_labelled
577,Service was good and the company was better!,1,yelp_labelled
578,The staff are also very friendly and efficient.,1,yelp_labelled
579,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,yelp_labelled
580,Boy was that sucker dry!!.,0,yelp_labelled
581,Over rated.,0,yelp_labelled
582,"If you look for authentic Thai food, go else where.",0,yelp_labelled
583,Their steaks are 100% recommended!,1,yelp_labelled
584,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,yelp_labelled
585,Great food and great service in a clean and friendly setting.,1,yelp_labelled
586,"All in all, I can assure you I'll be back.",1,yelp_labelled
587,I hate those things as much as cheap quality black olives.,0,yelp_labelled
588,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,yelp_labelled
589,The kids play area is NASTY!,0,yelp_labelled
590,Great place fo take out or eat in.,1,yelp_labelled
591,The waitress was friendly and happy to accomodate for vegan/veggie options.,1,yelp_labelled
592,OMG I felt like I had never eaten Thai food until this dish.,1,yelp_labelled
593,"It was extremely ""crumby"" and pretty tasteless.",0,yelp_labelled
594,It was a pale color instead of nice and char and has NO flavor.,0,yelp_labelled
595,The croutons also taste homemade which is an extra plus.,1,yelp_labelled
596,I got home to see the driest damn wings ever!,0,yelp_labelled
597,It'll be a regular stop on my trips to Phoenix!,1,yelp_labelled
598,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1,yelp_labelled
599,Not good for the money.,0,yelp_labelled
600,I miss it and wish they had one in Philadelphia!,1,yelp_labelled
601,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,yelp_labelled
602,They also have the best cheese crisp in town.,1,yelp_labelled
603,"Good value, great food, great service.",1,yelp_labelled
604,Couldn't ask for a more satisfying meal.,1,yelp_labelled
605,The food is good.,1,yelp_labelled
606,It was awesome.,1,yelp_labelled
607,I just wanted to leave.,0,yelp_labelled
608,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,yelp_labelled
609,I will not be eating there again.,0,yelp_labelled
610,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,yelp_labelled
611,I checked out this place a couple years ago and was not impressed.,0,yelp_labelled
612,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,yelp_labelled
613,"Sorry, I will not be getting food from here anytime soon :(",0,yelp_labelled
614,An absolute must visit!,1,yelp_labelled
615,The cow tongue and cheek tacos are amazing.,1,yelp_labelled
616,My friend did not like his Bloody Mary.,0,yelp_labelled
617,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,yelp_labelled
618,They really want to make your experience a good one.,1,yelp_labelled
619,I will not return.,0,yelp_labelled
620,I had the chicken Pho and it tasted very bland.,0,yelp_labelled
621,Very disappointing!!!,0,yelp_labelled
622,The grilled chicken was so tender and yellow from the saffron seasoning.,1,yelp_labelled
623,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,yelp_labelled
624,Pretty awesome place.,1,yelp_labelled
625,Ambience is perfect.,1,yelp_labelled
626,Best of luck to the rude and non-customer service focused new management.,0,yelp_labelled
627,Any grandmother can make a roasted chicken better than this one.,0,yelp_labelled
628,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,yelp_labelled
629,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,yelp_labelled
630,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,yelp_labelled
631,The roast beef sandwich tasted really good!,1,yelp_labelled
632,"Same evening, him and I are both drastically sick.",0,yelp_labelled
633,High-quality chicken on the chicken Caesar salad.,1,yelp_labelled
634,Ordered burger rare came in we'll done.,0,yelp_labelled
635,We were promptly greeted and seated.,1,yelp_labelled
636,Tried to go here for lunch and it was a madhouse.,0,yelp_labelled
637,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,yelp_labelled
638,"After waiting an hour and being seated, I was not in the greatest of moods.",0,yelp_labelled
639,This is a good joint.,1,yelp_labelled
640,The Macarons here are insanely good.,1,yelp_labelled
641,I'm not eating here!,0,yelp_labelled
642,"Our waiter was very attentive, friendly, and informative.",1,yelp_labelled
643,Maybe if they weren't cold they would have been somewhat edible.,0,yelp_labelled
644,This place has a lot of promise but fails to deliver.,0,yelp_labelled
645,Very bad Experience!,0,yelp_labelled
646,What a mistake.,0,yelp_labelled
647,Food was average at best.,0,yelp_labelled
648,Great food.,1,yelp_labelled
649,We won't be going back anytime soon!,0,yelp_labelled
650,Very Very Disappointed ordered the $35 Big Bay Plater.,0,yelp_labelled
651,Great place to relax and have an awesome burger and beer.,1,yelp_labelled
652,It is PERFECT for a sit-down family meal or get together with a few friends.,1,yelp_labelled
653,"Not much flavor to them, and very poorly constructed.",0,yelp_labelled
654,The patio seating was very comfortable.,1,yelp_labelled
655,The fried rice was dry as well.,0,yelp_labelled
656,Hands down my favorite Italian restaurant!,1,yelp_labelled
657,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,yelp_labelled
658,It was just not a fun experience.,1,yelp_labelled
659,The atmosphere was great with a lovely duo of violinists playing songs we requested.,1,yelp_labelled
660,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,yelp_labelled
661,"Very convenient, since we were staying at the MGM!",1,yelp_labelled
662,The owners are super friendly and the staff is courteous.,1,yelp_labelled
663,Both great!,1,yelp_labelled
664,Eclectic selection.,1,yelp_labelled
665,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1,yelp_labelled
666,The staff was very attentive.,1,yelp_labelled
667,And the chef was generous with his time (even came around twice so we can take pictures with him).,1,yelp_labelled
668,"The owner used to work at Nobu, so this place is really similar for half the price.",1,yelp_labelled
669,Google mediocre and I imagine Smashburger will pop up.,0,yelp_labelled
670,dont go here.,0,yelp_labelled
671,I promise they won't disappoint.,1,yelp_labelled
672,As a sushi lover avoid this place by all means.,0,yelp_labelled
673,What a great double cheeseburger!,1,yelp_labelled
674,Awesome service and food.,1,yelp_labelled
675,A fantastic neighborhood gem !!!,1,yelp_labelled
676,I can't wait to go back.,1,yelp_labelled
677,The plantains were the worst I've ever tasted.,0,yelp_labelled
678,It's a great place and I highly recommend it.,1,yelp_labelled
679,Service was slow and not attentive.,0,yelp_labelled
680,"I gave it 5 stars then, and I'm giving it 5 stars now.",1,yelp_labelled
681,Your staff spends more time talking to themselves than me.,0,yelp_labelled
682,Dessert: Panna Cotta was amazing.,1,yelp_labelled
683,"Very good food, great atmosphere.1",1,yelp_labelled
684,Damn good steak.,1,yelp_labelled
685,Total brunch fail.,0,yelp_labelled
686,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,yelp_labelled
687,"The decor is nice, and the piano music soundtrack is pleasant.",1,yelp_labelled
688,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,yelp_labelled
689,"Good food , good service .",1,yelp_labelled
690,It was absolutely amazing.,1,yelp_labelled
691,"I probably won't be back, to be honest.",0,yelp_labelled
692,will definitely be back!,1,yelp_labelled
693,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,yelp_labelled
694,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,yelp_labelled
695,Went for lunch - service was slow.,0,yelp_labelled
696,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,yelp_labelled
697,I was mortified.,0,yelp_labelled
698,"Needless to say, we will never be back here again.",0,yelp_labelled
699,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,yelp_labelled
700,"The chips that came out were dripping with grease, and mostly not edible.",0,yelp_labelled
701,I wasn't really impressed with Strip Steak.,0,yelp_labelled
702,Have been going since 2007 and every meal has been awesome!!,1,yelp_labelled
703,Our server was very nice and attentive as were the other serving staff.,1,yelp_labelled
704,The cashier was friendly and even brought the food out to me.,1,yelp_labelled
705,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,yelp_labelled
706,The atmosphere here is fun.,1,yelp_labelled
707,Would not recommend to others.,0,yelp_labelled
708,"Service is quick and even ""to go"" orders are just like we like it!",1,yelp_labelled
709,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,yelp_labelled
710,"That said, our mouths and bellies were still quite pleased.",1,yelp_labelled
711,Not my thing.,0,yelp_labelled
712,2 Thumbs Up!!,1,yelp_labelled
713,If you are reading this please don't go there.,0,yelp_labelled
714,"I loved the grilled pizza, reminded me of legit Italian pizza.",1,yelp_labelled
715,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,yelp_labelled
716,They have a really nice atmosphere.,1,yelp_labelled
717,Tonight I had the Elk Filet special...and it sucked.,0,yelp_labelled
718,"After one bite, I was hooked.",1,yelp_labelled
719,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,yelp_labelled
720,"Cute, quaint, simple, honest.",1,yelp_labelled
721,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,yelp_labelled
722,"The food was great as always, compliments to the chef.",1,yelp_labelled
723,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,yelp_labelled
724,Awesome selection of beer.,1,yelp_labelled
725,Great food and awesome service!,1,yelp_labelled
726,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,yelp_labelled
727,A FLY was in my apple juice.. A FLY!!!!!!!!,0,yelp_labelled
728,The Han Nan Chicken was also very tasty.,1,yelp_labelled
729,"As for the service, I thought it was good.",1,yelp_labelled
730,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,yelp_labelled
731,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,yelp_labelled
732,Nicest Chinese restaurant I've been in a while.,1,yelp_labelled
733,"Overall, I like there food and the service.",1,yelp_labelled
734,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,yelp_labelled
735,"Probably never coming back, and wouldn't recommend it.",0,yelp_labelled
736,"Friend's pasta -- also bad, he barely touched it.",0,yelp_labelled
737,"Try them in the airport to experience some tasty food and speedy, friendly service.",1,yelp_labelled
738,I love the decor with the Chinese calligraphy wall paper.,1,yelp_labelled
739,Never had anything to complain about here.,1,yelp_labelled
740,The restaurant is very clean and has a family restaurant feel to it.,1,yelp_labelled
741,It was way over fried.,0,yelp_labelled
742,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,yelp_labelled
743,"When I opened the sandwich, I was impressed, but not in a good way.",0,yelp_labelled
744,Will not be back!,0,yelp_labelled
745,There was a warm feeling with the service and I felt like their guest for a special treat.,1,yelp_labelled
746,An extensive menu provides lots of options for breakfast.,1,yelp_labelled
747,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,yelp_labelled
748,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,yelp_labelled
749,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,yelp_labelled
750,"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,yelp_labelled
751,"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,yelp_labelled
752,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,yelp_labelled
753,We were sat right on time and our server from the get go was FANTASTIC!,1,yelp_labelled
754,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,yelp_labelled
755,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,yelp_labelled
756,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,yelp_labelled
757,This is a GREAT place to eat!,1,yelp_labelled
758,The jalapeno bacon is soooo good.,1,yelp_labelled
759,The service was poor and thats being nice.,0,yelp_labelled
760,"Food was good, service was good, Prices were good.",1,yelp_labelled
761,The place was not clean and the food oh so stale!,0,yelp_labelled
762,"The chicken dishes are OK, the beef is like shoe leather.",0,yelp_labelled
763,But the service was beyond bad.,0,yelp_labelled
764,"I'm so happy to be here!!!""",1,yelp_labelled
765,Tasted like dirt.,0,yelp_labelled
766,One of the few places in Phoenix that I would definately go back to again .,1,yelp_labelled
767,The block was amazing.,1,yelp_labelled
768,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,yelp_labelled
769,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,yelp_labelled
770,My sashimi was poor quality being soggy and tasteless.,0,yelp_labelled
771,Great time - family dinner on a Sunday night.,1,yelp_labelled
772,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,yelp_labelled
773,"What did bother me, was the slow service.",0,yelp_labelled
774,The flair bartenders are absolutely amazing!,1,yelp_labelled
775,Their frozen margaritas are WAY too sugary for my taste.,0,yelp_labelled
776,These were so good we ordered them twice.,1,yelp_labelled
777,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,yelp_labelled
778,My girlfriend's veal was very bad.,0,yelp_labelled
779,"Unfortunately, it was not good.",0,yelp_labelled
780,I had a pretty satifying experience.,1,yelp_labelled
781,Join the club and get awesome offers via email.,1,yelp_labelled
782,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,yelp_labelled
783,Bland and flavorless is a good way of describing the barely tepid meat.,0,yelp_labelled
784,"The chains, which I'm no fan of, beat this place easily.",0,yelp_labelled
785,The nachos are a MUST HAVE!,1,yelp_labelled
786,We will not be coming back.,0,yelp_labelled
787,"I don't have very many words to say about this place, but it does everything pretty well.",1,yelp_labelled
788,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,yelp_labelled
789,"Great atmosphere, friendly and fast service.",1,yelp_labelled
790,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,yelp_labelled
791,Once your food arrives it's meh.,0,yelp_labelled
792,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,yelp_labelled
793,The classic Maine Lobster Roll was fantastic.,1,yelp_labelled
794,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,yelp_labelled
795,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,yelp_labelled
796,"The chips and salsa were really good, the salsa was very fresh.",1,yelp_labelled
797,This place is great!!!!!!!!!!!!!!,1,yelp_labelled
798,Mediocre food.,0,yelp_labelled
799,Once you get inside you'll be impressed with the place.,1,yelp_labelled
800,I'm super pissd.,0,yelp_labelled
801,And service was super friendly.,1,yelp_labelled
802,Why are these sad little vegetables so overcooked?,0,yelp_labelled
803,This place was such a nice surprise!,1,yelp_labelled
804,They were golden-crispy and delicious.,1,yelp_labelled
805,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,yelp_labelled
806,I could eat their bruschetta all day it is devine.,1,yelp_labelled
807,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,yelp_labelled
808,"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,yelp_labelled
809,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,yelp_labelled
810,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,yelp_labelled
811,The service was terrible though.,0,yelp_labelled
812,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,yelp_labelled
813,It was packed!!,0,yelp_labelled
814,I love this place.,1,yelp_labelled
815,I can say that the desserts were yummy.,1,yelp_labelled
816,The food was terrible.,0,yelp_labelled
817,The seasonal fruit was fresh white peach puree.,1,yelp_labelled
818,It kept getting worse and worse so now I'm officially done.,0,yelp_labelled
819,This place should honestly be blown up.,0,yelp_labelled
820,But I definitely would not eat here again.,0,yelp_labelled
821,Do not waste your money here!,0,yelp_labelled
822,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,yelp_labelled
823,The crêpe was delicate and thin and moist.,1,yelp_labelled
824,Awful service.,0,yelp_labelled
825,Won't ever go here again.,0,yelp_labelled
826,Food quality has been horrible.,0,yelp_labelled
827,For that price I can think of a few place I would have much rather gone.,0,yelp_labelled
828,The service here is fair at best.,0,yelp_labelled
829,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,yelp_labelled
